epoch,train_loss,val_loss,train_macro_pearson,train_macro_r2,val_macro_pearson,val_macro_r2,gene_set_size,model_variant
1,0.42539073775053876,0.40172091126441956,0.13642386035885434,0.00013825853247115827,-0.05517719768568008,-0.07338229186512453,10,specific_snp_delta_hap1
2,0.4114748813878791,0.4011822044849396,0.14990948229242845,0.0015842206504377843,0.06167875418113509,-0.07100666882510734,10,specific_snp_delta_hap1
3,0.4110029764128504,0.3999289572238922,0.1398396794768012,-0.006574381526155759,0.06926094909313708,-0.06871818439925792,10,specific_snp_delta_hap1
4,0.4106790462735879,0.4024600088596344,0.06762182036256101,0.004826855455415812,0.011927458189706613,-0.07626773159815617,10,specific_snp_delta_hap1
5,0.41241750750018075,0.400278776884079,0.11600632371316441,-0.006962099037905822,-0.021164443976345232,-0.07214818703191452,10,specific_snp_delta_hap1
6,0.4124430177885289,0.4001135528087616,0.1583990929569971,-0.0026165064450605403,0.05059721981808052,-0.07047206260125408,10,specific_snp_delta_hap1
7,0.41090028499976017,0.40108078718185425,0.16206533075564403,0.0029895313920268894,0.025378854722052663,-0.07545190900918505,10,specific_snp_delta_hap1
8,0.4112598105845398,0.41185104846954346,0.03831131556149817,-0.040362542634580854,-0.07753605268319272,-0.12039577583954368,10,specific_snp_delta_hap1
9,0.40956706491652534,0.3997083306312561,0.18321562690109533,0.0007635050186002523,0.038533505967064716,-0.06795984201982744,10,specific_snp_delta_hap1
10,0.40926266294914115,0.4003271162509918,0.20718487106589495,0.00859363698943919,0.08033653526805658,-0.06890818803854892,10,specific_snp_delta_hap1
11,0.4064700415363696,0.39980778098106384,0.17095622800255236,0.00476040266348271,-0.003175914283973602,-0.06742893694122967,10,specific_snp_delta_hap1
12,0.40730288172008494,0.40766391158103943,0.20514273897609728,0.024858946287999284,0.091117002428342,-0.09309691958507357,10,specific_snp_delta_hap1
13,0.4057806586852458,0.4037177264690399,0.188448922658976,-0.006377635582576135,0.08299679828490192,-0.08634883192167712,10,specific_snp_delta_hap1
14,0.403462317763227,0.40284767746925354,0.2097757808602152,0.02622027813165386,0.013867898071958946,-0.07684867092132278,10,specific_snp_delta_hap1
15,0.4021095998143996,0.4000509977340698,0.2714084236189752,0.0384164886558635,0.03255916362917306,-0.07238398698016134,10,specific_snp_delta_hap1
16,0.3999157311049876,0.39870521426200867,0.28661369222599026,0.05217177893939294,0.08121147427124017,-0.06981147877784818,10,specific_snp_delta_hap1
17,0.392533395442692,0.39999207854270935,0.23410303239233335,0.03164947666789521,0.07297472352043315,-0.06859959673202619,10,specific_snp_delta_hap1
18,0.3904772099889355,0.41677621006965637,0.2378136429769011,0.02762139244060422,0.09982995376796691,-0.11571163273125182,10,specific_snp_delta_hap1
19,0.3887746066611007,0.3926835358142853,0.25121251394902694,0.05060651958587894,0.11257325788508962,-0.03966179696828496,10,specific_snp_delta_hap1
20,0.38432934775317584,0.40014874935150146,0.3477150879430911,0.11415886939462114,0.12040293378165916,-0.06438193945795485,10,specific_snp_delta_hap1
21,0.3774722133405265,0.38940826058387756,0.34269019388396693,0.0910604090263737,0.10285791299226647,-0.0515611862904134,10,specific_snp_delta_hap1
22,0.37473837543946525,0.3930847644805908,0.3639822670790275,0.13029989659270913,0.21560580980424024,-0.05328014147633696,10,specific_snp_delta_hap1
23,0.36724442250790923,0.4072226285934448,0.4102525751632415,0.1506237523099157,0.05036572206589011,-0.1415044703755463,10,specific_snp_delta_hap1
24,0.35190014283842536,0.40552258491516113,0.43335878462199595,0.178327576886613,0.09774169061712389,-0.11461359180621104,10,specific_snp_delta_hap1
25,0.3471122946745406,0.39552417397499084,0.4934627033301961,0.22295080645677637,0.15558266686648242,-0.07395440501250101,10,specific_snp_delta_hap1
26,0.34263041341642453,0.4003935754299164,0.48906843963171687,0.21612205805754167,0.17789584100606506,-0.10747875922369095,10,specific_snp_delta_hap1
27,0.3311816623846908,0.41525378823280334,0.5084179167295582,0.2186223540239502,0.1629097509652464,-0.10659210926506754,10,specific_snp_delta_hap1
28,0.31536416302774284,0.4319669306278229,0.5833065672070246,0.30627704387365445,0.18874590826938684,-0.2754580418020319,10,specific_snp_delta_hap1
29,0.3016337117298081,0.4613494873046875,0.6081691098923999,0.3602059424693279,0.03733554220996917,-0.3144814388578047,10,specific_snp_delta_hap1
30,0.29058233450000165,0.4859153628349304,0.6183763110414809,0.3618815858921434,0.14011803434708994,-0.4283330379659267,10,specific_snp_delta_hap1
31,0.27384199803223674,0.4635895788669586,0.654156303490534,0.3987961941973541,-0.026516878310052387,-0.29632845639964805,10,specific_snp_delta_hap1
32,0.2494942285787113,0.4964984953403473,0.6927742039792757,0.44340223805940554,-0.03034986950279563,-0.49811441661216554,10,specific_snp_delta_hap1
33,0.22830427352254232,0.49415865540504456,0.7563974361515339,0.5483258182688913,0.04884042350026914,-0.46534350135573427,10,specific_snp_delta_hap1
34,0.21770715618816514,0.48271462321281433,0.773174740975777,0.5800915644800788,0.11325066246759559,-0.4336883163725561,10,specific_snp_delta_hap1
35,0.19707401365594257,0.4745829403400421,0.8048351810175299,0.6132049441276742,0.15584942363859167,-0.39540693958849554,10,specific_snp_delta_hap1
36,0.17043368166221312,0.46917665004730225,0.8244678532828212,0.6250818711364717,0.14554208784351821,-0.4390193701301758,10,specific_snp_delta_hap1
37,0.15315045911005273,0.5088505744934082,0.8635761769910364,0.7237719039459046,0.11924853182931665,-0.5643703019774129,10,specific_snp_delta_hap1
38,0.1315753685466871,0.5539320707321167,0.8650593770885381,0.7224171783376651,0.0720747857538281,-0.8044687886749543,10,specific_snp_delta_hap1
39,0.13608160815277154,0.5654065012931824,0.8830571778591627,0.7694093939504909,0.07966782192200415,-0.8785408055253369,10,specific_snp_delta_hap1
40,0.10417468124533172,0.5411166548728943,0.9142357673444698,0.8282979971367663,0.06583060212122963,-0.697203173159746,10,specific_snp_delta_hap1
41,0.08904636432087074,0.5752750039100647,0.9245906596957209,0.844710415636049,0.02455625570178621,-0.9714652436442609,10,specific_snp_delta_hap1
42,0.08408379636188958,0.564686119556427,0.9139114380118176,0.8253852250409986,0.062444435408113605,-0.911623492064831,10,specific_snp_delta_hap1
43,0.08301018232750608,0.540257453918457,0.898477278656148,0.7928383273833999,0.04181987752932993,-0.728545176270017,10,specific_snp_delta_hap1
44,0.08061210493238091,0.5724416971206665,0.9331553718474984,0.8624302627593939,0.03263089371895355,-0.9175516075733873,10,specific_snp_delta_hap1
45,0.07158702414642364,0.5688376426696777,0.9308984580993614,0.8492134555519548,0.032083636696202705,-0.8357451757308281,10,specific_snp_delta_hap1
46,0.0639078915855031,0.5577884316444397,0.93292441184862,0.8581457679730138,0.028980983929080238,-0.8497626178294644,10,specific_snp_delta_hap1
47,0.06220411166353266,0.570550799369812,0.945777946507528,0.8765367908107343,0.0991551937793514,-0.9081548335917613,10,specific_snp_delta_hap1
48,0.05629034813282936,0.5914067029953003,0.9448889462040795,0.8830495144198656,0.022869171640732284,-1.0127479329776023,10,specific_snp_delta_hap1
49,0.056109365193930706,0.5741150379180908,0.9515544388250758,0.8902060946616626,0.04371886124425209,-0.923937390158334,10,specific_snp_delta_hap1
50,0.05496158008820293,0.5392073392868042,0.9564261017075353,0.9017312533150263,0.044336008761408335,-0.7469688722478371,10,specific_snp_delta_hap1
51,0.04863226344147093,0.5494512319564819,0.9648269731454168,0.9202844542177534,0.021576509700490826,-0.8132718422567207,10,specific_snp_delta_hap1
52,0.047753775479128464,0.5831815600395203,0.9488999476126452,0.8943778946011509,0.03830426900784266,-0.9510342067569963,10,specific_snp_delta_hap1
53,0.05212796813951925,0.5167848467826843,0.9525949087800413,0.9042603373901548,0.10840726395221767,-0.6739111450404954,10,specific_snp_delta_hap1
54,0.05524640937436305,0.5260355472564697,0.9610986019130637,0.9160485001787642,0.07849756938973187,-0.6752502073449562,10,specific_snp_delta_hap1
55,0.04584008238625419,0.5541513562202454,0.966493024962704,0.9214006717386006,0.0654457788142955,-0.8424036656448116,10,specific_snp_delta_hap1
56,0.04354592197425832,0.5724552273750305,0.9662716014171824,0.9115651707859979,0.06297338040243447,-0.8917075461649233,10,specific_snp_delta_hap1
57,0.04160683064383867,0.5587974786758423,0.9612262913486939,0.9125960846540557,0.056090667552756136,-0.821958076211844,10,specific_snp_delta_hap1
58,0.04560104180215412,0.5379593372344971,0.9693435617169337,0.9352087598158588,0.08157649443843226,-0.7249236552051146,10,specific_snp_delta_hap1
59,0.03963116380779675,0.5367116928100586,0.9583845747764104,0.9070607797253276,0.0650285055045284,-0.745658790770289,10,specific_snp_delta_hap1
60,0.04392175179551194,0.5378968119621277,0.9761933848513882,0.9440932452695122,0.08087765253111114,-0.7328710026394157,10,specific_snp_delta_hap1
61,0.03583282525806557,0.5455849170684814,0.9665611422985403,0.9274870613976038,0.04252952620747687,-0.7883829116124131,10,specific_snp_delta_hap1
